CLIENTNUM,Churn,churn_probability,risk_band
708735183,0,0.0542,Low
708445608,0,0.007,Low
778943883,0,0.0,Low
788810658,0,0.0009,Low
789050883,0,0.0482,Low
714531108,0,0.0,Low
711635358,0,0.0009,Low
803648508,0,0.05,Low
813200058,0,0.0,Low
805261983,0,0.0,Low
715206408,0,0.0,Low
788684508,0,0.0643,Low
737933883,0,0.0,Low
768655158,0,0.0,Low
774437583,0,0.0,Low
713104458,1,0.9998,Very High
715462008,0,0.1233,Low
715366083,1,0.9904,Very High
712322058,0,0.0058,Low
719737833,0,0.0008,Low
789530208,0,0.0171,Low
717885183,0,0.0,Low
716244033,1,0.9993,Very High
711614658,0,0.0068,Low
804598908,0,0.0682,Low
719161683,0,0.0,Low
719327808,0,0.0002,Low
714038433,0,0.0,Low
710129283,0,0.0001,Low
709367433,0,0.0004,Low
719729433,0,0.0,Low
717192933,0,0.0001,Low
711734508,0,0.0126,Low
715153158,0,0.0,Low
712149033,0,0.0,Low
713901108,0,0.0,Low
719415858,0,0.0,Low
719385558,0,0.0001,Low
779528658,0,0.0115,Low
721508283,0,0.0,Low
757753083,0,0.0,Low
797753283,0,0.0,Low
807523008,0,0.0,Low
711416958,0,0.0006,Low
780865308,0,0.0,Low
708423933,0,0.0,Low
714321408,0,0.0,Low
771852483,0,0.0002,Low
708185208,0,0.006,Low
714920208,0,0.0,Low
789952158,0,0.0003,Low
713237958,0,0.0015,Low
715956258,0,0.2395,Medium
769196433,0,0.0,Low
778942233,0,0.0001,Low
708651933,0,0.0006,Low
720467583,0,0.005,Low
716549058,0,0.0001,Low
713533983,0,0.0,Low
787463508,1,0.3123,Medium
710256708,0,0.0,Low
708980283,0,0.0002,Low
719484408,0,0.0,Low
710023233,0,0.0,Low
789101883,0,0.0,Low
778381608,1,0.9986,Very High
787492908,0,0.0,Low
709932558,0,0.0,Low
780219483,0,0.0,Low
708590658,0,0.0001,Low
715143333,0,0.0,Low
801048483,0,0.0622,Low
711913833,0,0.0,Low
715413483,0,0.0,Low
715750758,0,0.0,Low
714062958,0,0.0,Low
710458758,0,0.0002,Low
719494983,0,0.0,Low
710586483,1,1.0,Very High
772637058,0,0.0,Low
718229133,0,0.0001,Low
718423533,0,0.0,Low
781089708,0,0.0,Low
773082033,0,0.0005,Low
815288583,0,0.0,Low
720431433,0,0.0,Low
709164408,1,1.0,Very High
710567508,0,0.0,Low
719427333,0,0.0001,Low
714765408,0,0.0001,Low
709785783,1,0.2536,Medium
809290308,0,0.0,Low
779598183,0,0.0,Low
779783508,0,0.0049,Low
719568333,0,0.0,Low
719207733,0,0.0,Low
715533108,0,0.0006,Low
714816258,0,0.0005,Low
787573683,0,0.0,Low
804310758,0,0.0007,Low
792912708,0,0.0,Low
719078283,0,0.0017,Low
708620283,0,0.0,Low
770985633,0,0.0,Low
780094008,0,0.0085,Low
716420358,0,0.0,Low
825756333,0,0.9328,Very High
755273658,0,0.0028,Low
709096908,0,0.1189,Low
714840858,0,0.0,Low
721205508,0,0.1329,Low
786493908,0,0.0,Low
803963808,0,0.0001,Low
806170158,0,0.0,Low
751469808,0,0.0,Low
721055058,0,0.0,Low
709794333,0,0.0,Low
718361583,0,0.9952,Very High
714327183,0,0.0002,Low
808909008,0,0.027,Low
716207508,0,0.0109,Low
768965208,0,0.0,Low
720185058,1,0.984,Very High
715220508,0,0.0,Low
712112733,0,0.0,Low
712298883,0,0.0,Low
717813558,1,0.9787,Very High
716823408,0,0.0,Low
719089383,0,0.0,Low
710039208,0,0.0,Low
780237033,0,0.0005,Low
720986958,0,0.0001,Low
709473708,0,0.0,Low
708593883,0,0.0,Low
710241858,0,0.9537,Very High
715392558,0,0.0093,Low
717399183,0,0.0,Low
817925058,0,0.0014,Low
716029158,0,0.0,Low
715043508,0,0.0068,Low
716610558,0,0.0,Low
716768808,0,0.0,Low
795810633,0,0.0,Low
779925033,0,0.0,Low
790225758,0,0.9985,Very High
713879283,0,0.0,Low
715968858,0,0.0005,Low
767687208,0,0.0,Low
778728783,0,0.0,Low
713637783,0,0.0,Low
718162908,0,0.1485,Low
708664008,0,0.9315,Very High
711929058,0,0.0,Low
770781558,0,0.0002,Low
790048158,0,0.0,Low
721258158,0,0.0024,Low
786480183,0,0.0,Low
721378008,0,0.0,Low
786566733,0,0.0,Low
794551383,0,0.0,Low
820981383,0,0.0,Low
713366583,0,0.0,Low
767311008,0,0.0,Low
716624133,0,0.0002,Low
712727283,0,0.0,Low
716059608,0,0.0,Low
708292833,0,0.0,Low
720013083,0,0.0,Low
710540883,0,0.0002,Low
709212183,0,0.0003,Low
713424108,0,0.0,Low
718476033,0,0.8692,Very High
815001108,0,0.0,Low
709802208,0,0.0008,Low
713445183,0,0.0,Low
717310458,0,0.0001,Low
789158433,0,0.0006,Low
788761608,0,0.0,Low
709916058,0,0.0008,Low
789804933,0,0.0,Low
780070833,0,0.0,Low
772776033,0,0.0025,Low
719804208,0,0.0,Low
715077483,0,0.0,Low
717000858,0,0.1877,Low
792402483,0,0.0,Low
712973733,0,0.0001,Low
813213558,0,0.0,Low
718215033,0,0.0009,Low
717207408,0,0.0,Low
711426033,0,0.0,Low
719233833,0,0.0752,Low
716864733,0,0.0859,Low
821168733,0,0.0001,Low
710135058,0,0.0,Low
720228708,0,0.0,Low
718618458,0,0.0,Low
719470458,1,0.9997,Very High
719587158,0,0.0,Low
715499808,0,0.0,Low
718589133,0,0.0001,Low
789235383,0,0.0,Low
773364483,0,0.0,Low
713548158,0,0.0,Low
720264783,0,0.0,Low
715319958,1,0.0004,Low
710528583,0,0.0003,Low
809990883,0,0.0001,Low
714412308,1,0.9999,Very High
772303458,0,0.0002,Low
721243083,1,0.9976,Very High
711990933,0,0.0006,Low
819977058,0,0.0,Low
721467258,0,0.0,Low
719976558,0,0.0,Low
718824783,0,0.0112,Low
713303733,0,0.0001,Low
711129483,0,0.0,Low
779618433,0,0.0,Low
797757333,0,0.0,Low
814497483,0,0.0,Low
709623483,0,0.0,Low
709056558,0,0.2207,Medium
708238833,0,0.0,Low
813261408,0,0.0,Low
720424608,0,0.0,Low
798022683,1,1.0,Very High
769756983,0,0.0,Low
712674183,0,0.0085,Low
708900408,0,0.0,Low
713625483,0,0.0,Low
716869458,0,0.0,Low
788723133,0,0.0003,Low
794462133,0,0.0001,Low
712604133,0,0.0011,Low
714397983,0,0.0,Low
788269158,0,0.0,Low
715898058,0,0.1711,Low
711906033,0,0.0,Low
711367308,0,0.0001,Low
790186458,0,0.0001,Low
712040433,0,0.0696,Low
709616958,0,0.0,Low
714633858,0,0.0,Low
794818833,0,0.0,Low
711219333,0,0.0036,Low
713384508,0,0.0,Low
772514808,0,0.0016,Low
710808108,0,0.88,Very High
778973658,0,0.0004,Low
712005108,0,0.0,Low
804577833,0,0.0,Low
715028283,0,0.1015,Low
789786258,0,0.0,Low
715421058,0,0.0,Low
797166633,0,0.0,Low
711041508,0,0.0,Low
712847208,0,0.0,Low
779174133,0,0.0001,Low
715680933,0,0.0,Low
770871708,0,0.0543,Low
772643058,0,0.0,Low
718199133,0,0.0,Low
721475133,0,0.0,Low
766322883,0,0.0,Low
771197433,0,0.0008,Low
709516458,0,0.0004,Low
716456808,0,0.0,Low
716819958,0,0.0063,Low
779449308,0,0.0002,Low
784891458,0,0.0,Low
790004883,0,0.0,Low
770262183,0,0.0,Low
715277583,0,0.0026,Low
815510883,0,0.0,Low
713997183,0,0.0154,Low
715107033,0,0.0,Low
720706008,0,0.0,Low
710108133,0,0.0,Low
718983333,0,0.0,Low
714030183,0,0.0,Low
710496708,0,0.0,Low
714935883,0,0.0,Low
718972758,0,0.1173,Low
711827958,0,0.0002,Low
778724058,0,0.0,Low
809620833,0,0.0019,Low
718920708,0,0.0,Low
771051783,0,0.0001,Low
715970133,0,0.0,Low
806889633,0,0.0,Low
717338733,0,0.0003,Low
779223858,0,0.0001,Low
769980333,0,0.0,Low
716112933,1,1.0,Very High
788783133,0,0.0003,Low
816325533,0,0.0892,Low
720113433,0,0.194,Low
717233058,0,0.0002,Low
710233683,0,0.0,Low
778327908,0,0.0,Low
716400633,0,0.01,Low
787488108,0,0.0009,Low
771649083,0,0.0002,Low
789853533,1,0.9985,Very High
806256333,1,0.9999,Very High
796336833,0,0.0161,Low
713763633,0,0.0003,Low
710942358,0,0.0,Low
713974533,0,0.0,Low
787231233,0,0.001,Low
719810583,0,0.0,Low
717124983,0,0.0037,Low
787523283,0,0.0,Low
719493858,0,0.0009,Low
709897983,0,0.0003,Low
717225258,0,0.0006,Low
803148033,0,0.0,Low
779474958,0,0.0001,Low
712060158,0,0.0,Low
713292933,0,0.0,Low
710982858,0,0.0,Low
714542058,0,0.0,Low
712319058,0,0.0,Low
744483633,0,0.0,Low
714947883,0,0.0005,Low
788776908,0,0.0,Low
714802458,0,0.0,Low
721485708,0,0.0,Low
716378658,0,0.0,Low
713375658,0,0.0002,Low
717828108,0,0.0001,Low
788784258,0,0.0,Low
718875483,0,0.0,Low
811111083,0,0.0001,Low
715749108,0,0.0,Low
780197133,0,0.0,Low
719146008,1,0.808,Very High
717727308,0,0.0005,Low
718445883,0,0.0015,Low
795997908,0,0.0,Low
710159658,0,0.0,Low
716068683,0,0.0,Low
778844433,0,0.0,Low
715161633,0,0.0005,Low
773270058,0,0.0045,Low
714120258,0,0.009,Low
720076458,0,0.0001,Low
720693033,1,1.0,Very High
719978583,0,0.0,Low
712784058,1,0.9337,Very High
717261708,0,0.0001,Low
803665983,0,0.0,Low
815838633,0,0.0001,Low
826706208,0,0.0007,Low
721218408,0,0.0001,Low
779484408,0,0.0,Low
710416533,0,0.0003,Low
719706483,0,0.1328,Low
712206858,0,0.0,Low
709886583,0,0.0,Low
711040758,0,0.0,Low
817197333,0,0.0001,Low
718929708,0,0.0,Low
721150833,0,0.0,Low
714514983,0,0.0,Low
779888658,0,0.0,Low
715883358,0,0.0,Low
713363583,0,0.0,Low
772935108,0,0.001,Low
820075983,0,0.002,Low
721502958,0,0.0,Low
708596283,0,0.0001,Low
710325258,0,0.0,Low
708823908,0,0.0,Low
826401858,0,0.0007,Low
709554483,0,0.0008,Low
710545158,0,0.0,Low
788621658,0,0.0004,Low
716713533,0,0.0,Low
712338033,0,0.0,Low
711639708,0,0.0011,Low
720216108,0,0.0001,Low
718708908,0,0.0,Low
802890333,0,0.0,Low
712965183,0,0.0,Low
796170933,0,0.0,Low
712816833,0,0.0,Low
814829583,0,0.0,Low
798769458,0,0.0,Low
818034558,0,0.1293,Low
719483358,0,0.0006,Low
719647383,0,0.0,Low
714909108,0,0.0001,Low
793678608,0,0.0003,Low
720854358,0,0.0007,Low
709126833,0,0.0,Low
788896983,0,0.0,Low
715731033,0,0.0,Low
717636933,0,0.0001,Low
772658658,0,0.0,Low
755943033,0,0.0051,Low
772399983,0,0.0035,Low
826130133,0,0.0,Low
719238183,0,0.9977,Very High
802666083,0,0.0003,Low
713682708,0,0.0,Low
712774008,0,0.0,Low
717627333,0,0.0026,Low
779542608,0,0.0041,Low
715322958,0,0.0,Low
779100408,0,0.0564,Low
715352883,0,0.0004,Low
789963033,1,0.9912,Very High
710687508,0,0.0,Low
789656358,0,0.0,Low
715720083,0,0.0001,Low
716584158,0,0.0,Low
815727183,0,0.0,Low
717066408,0,0.0,Low
708104658,0,0.0021,Low
718016808,0,0.0,Low
814571058,0,0.0198,Low
714757908,0,0.0006,Low
710345808,0,0.0,Low
814752558,0,0.003,Low
721284258,0,0.0007,Low
719336583,0,0.0001,Low
797638383,0,0.0,Low
708434733,0,0.0,Low
711802758,0,0.0,Low
720620058,0,0.0001,Low
819169683,0,0.0,Low
709757583,0,0.0,Low
789307833,0,0.0001,Low
823912308,0,0.0,Low
720746208,0,0.0,Low
709121283,0,0.0168,Low
714093108,0,0.0,Low
718368333,0,0.0,Low
806752533,0,0.0,Low
758521983,0,0.2225,Medium
779473308,0,0.0,Low
709376508,0,0.0001,Low
712589658,0,0.0149,Low
712141683,0,0.0,Low
712494108,0,0.1764,Low
721350783,0,0.0,Low
710133858,0,0.0,Low
719152383,0,0.0,Low
715174158,0,0.0,Low
780040758,0,0.0,Low
719525358,0,0.0,Low
710892408,0,0.0008,Low
713295183,0,0.0,Low
789871233,0,0.0,Low
712663533,0,0.0,Low
820906233,0,0.0,Low
821163408,0,0.0,Low
708947208,0,0.0,Low
715261458,0,0.9913,Very High
789310833,0,0.0,Low
818294958,0,0.0,Low
713902983,0,0.0,Low
771693933,0,0.0009,Low
827984658,1,0.9859,Very High
789012633,0,0.0,Low
807237783,0,0.0,Low
803408733,0,0.0,Low
824667708,0,0.0,Low
807165033,0,0.0001,Low
809984133,0,0.0,Low
718949433,0,0.0,Low
751227183,0,0.0091,Low
716331408,1,1.0,Very High
714199983,0,0.0,Low
774172158,0,0.0,Low
708171858,0,0.0002,Low
709074108,0,0.0,Low
721304133,0,0.0,Low
787430733,0,0.0018,Low
711225933,0,0.0005,Low
717478983,0,0.0,Low
720949083,0,0.1343,Low
712851108,0,0.019,Low
713151258,0,0.0,Low
799731033,0,0.0,Low
822138333,0,0.0,Low
708532308,0,0.0,Low
713718558,0,0.0003,Low
778939683,0,0.0,Low
713322633,0,0.0351,Low
754671558,0,0.0035,Low
719291283,0,0.0002,Low
720659283,0,0.0,Low
719535558,0,0.0,Low
771032658,0,0.0038,Low
709468683,0,0.0002,Low
719455908,0,0.0,Low
816890883,0,0.0,Low
709826058,0,0.0001,Low
735008958,0,0.0,Low
713766183,0,0.0,Low
719148633,0,0.0,Low
789266208,0,0.0,Low
718373658,0,0.0,Low
712255458,0,0.0,Low
789494133,0,0.0,Low
714178458,0,0.0928,Low
717595908,0,0.0001,Low
798114033,0,0.0,Low
709479558,0,0.0,Low
778148283,0,0.0,Low
719363283,0,0.0959,Low
716225433,0,0.0018,Low
719882583,0,0.0,Low
711076533,0,0.0,Low
820651908,0,0.0,Low
710884683,0,0.0,Low
797468658,0,0.0145,Low
716375883,0,0.0004,Low
711534183,0,0.0,Low
721083258,0,0.0005,Low
717986058,0,0.0,Low
804610908,0,0.0,Low
717602733,0,0.0,Low
770952933,0,0.0,Low
713233908,0,0.0,Low
755365233,0,0.0,Low
715105908,0,0.0,Low
712658283,0,0.0001,Low
708796458,0,0.0003,Low
713557533,0,0.0,Low
710524533,1,0.9961,Very High
713412558,0,0.0,Low
720000708,0,0.0,Low
718934058,0,0.9853,Very High
710607408,0,0.0,Low
717613233,0,0.1153,Low
821710308,0,0.0003,Low
716089983,0,0.0,Low
720430083,0,0.0,Low
712071708,0,0.0,Low
770721858,0,0.0004,Low
751381458,0,0.0,Low
715629783,0,0.0,Low
768886533,0,0.0,Low
711023508,0,0.0002,Low
711291558,0,0.5084,High
714929283,0,0.0,Low
716285358,0,0.0,Low
710958033,0,0.0,Low
711368283,0,0.0,Low
807275733,0,0.008,Low
708231183,0,0.0,Low
789690483,0,0.0,Low
789338583,0,0.0001,Low
717411483,0,0.0001,Low
720799608,0,0.0,Low
714112383,0,0.0,Low
717994608,0,0.0038,Low
798558783,0,0.0,Low
716875083,0,0.1133,Low
714603558,0,0.0,Low
789903708,0,0.0,Low
801989733,0,0.0,Low
789504183,0,0.0887,Low
714574083,0,0.7158,High
717978033,0,0.0,Low
711256908,0,0.0,Low
721023708,0,0.8642,Very High
714522258,0,0.0,Low
714247458,0,0.0,Low
780416433,0,0.0001,Low
713644758,0,0.0,Low
712700358,0,0.0328,Low
779873508,0,0.0,Low
779342958,0,0.0,Low
711738333,0,0.0,Low
709413933,1,0.9995,Very High
720323208,0,0.0,Low
708132783,0,0.0,Low
713372583,0,0.0,Low
710092683,0,0.6794,High
779284833,0,0.0,Low
713426358,0,0.0,Low
717132633,0,0.0,Low
714967233,1,0.9918,Very High
767587833,0,0.0001,Low
714954033,0,0.0002,Low
716154258,0,0.0003,Low
755399433,0,0.0,Low
709876008,0,0.0001,Low
709918158,0,0.05,Low
713350908,0,0.0,Low
715759458,0,0.0,Low
713976258,0,0.0001,Low
790174608,0,0.0,Low
771335358,0,0.0003,Low
708382083,0,0.1495,Low
771829758,0,0.0048,Low
767333808,0,0.0001,Low
721385433,0,0.0027,Low
794293908,0,0.0,Low
720409608,0,0.0,Low
717830583,0,0.0,Low
715455708,0,0.6514,High
719108358,0,0.0,Low
769323183,0,0.9911,Very High
820020258,0,0.1612,Low
719234883,0,0.0,Low
807349158,0,0.0,Low
710799783,0,0.0,Low
778456983,0,0.3118,Medium
708644208,0,0.0,Low
711659958,0,0.0,Low
798988983,0,0.0,Low
710760258,0,0.0,Low
799700208,0,0.0,Low
772401933,0,0.0003,Low
787460883,1,0.3578,Medium
770937183,0,0.0,Low
715468083,0,0.0,Low
807161508,0,0.0,Low
772268058,0,0.0,Low
710166783,0,0.0,Low
804820233,0,0.0001,Low
708758658,0,0.0,Low
714011358,0,0.0011,Low
712401033,0,0.0516,Low
771212508,0,0.0,Low
821150958,0,0.0,Low
792272658,0,0.0,Low
809818008,0,0.0059,Low
803231058,0,0.0,Low
715698633,0,0.0058,Low
720450108,0,0.0005,Low
719076858,0,0.0,Low
720016308,0,0.0,Low
712443558,0,0.0002,Low
711835758,0,0.8508,Very High
709284333,0,0.0,Low
788122533,0,0.0,Low
709206333,1,0.6122,High
713039808,0,0.1081,Low
801700233,0,0.0,Low
716815308,0,0.0,Low
821149008,1,0.0352,Low
720580383,0,0.0,Low
780202908,0,0.0002,Low
787504158,0,0.0008,Low
716183283,0,0.0,Low
824168808,0,0.0,Low
712936908,0,0.0,Low
719855958,0,0.0,Low
710112933,0,0.0,Low
768364233,0,0.0,Low
771725808,0,0.0,Low
780686358,0,0.0,Low
712762758,0,0.0,Low
714392808,0,0.0002,Low
713089458,0,0.0,Low
826780683,0,0.0,Low
780251658,0,0.0005,Low
772273983,1,1.0,Very High
737944908,0,0.0,Low
720688158,0,0.1334,Low
719902908,1,0.9119,Very High
771682533,0,0.0,Low
708193008,0,0.0899,Low
772449858,0,0.0,Low
715992558,0,0.0004,Low
708502908,0,0.0,Low
720132258,0,0.0,Low
708704433,0,0.0,Low
720906033,0,0.0002,Low
719961183,0,0.0,Low
718838808,0,0.0,Low
710268858,0,0.0,Low
788360283,0,0.0073,Low
717914808,0,0.0001,Low
802884933,0,0.0,Low
714436383,0,0.0,Low
718785483,0,0.0,Low
708816408,0,0.0,Low
715363908,0,0.0,Low
709163358,1,0.9999,Very High
827643858,0,0.0006,Low
711251133,0,0.0001,Low
716896833,0,0.0019,Low
789193383,0,0.0,Low
712801758,0,0.0,Low
719836083,0,0.2477,Medium
718291233,0,0.0,Low
718682883,0,0.0001,Low
771503958,0,0.0,Low
771960708,0,0.0,Low
717427983,0,0.3921,Medium
712737108,0,0.0,Low
771599283,0,0.0,Low
717237708,0,0.0068,Low
710703708,0,0.0121,Low
712513458,0,0.0,Low
709690158,0,0.0,Low
709959858,0,0.0,Low
720683958,0,0.0001,Low
780704358,0,0.0,Low
717843783,0,0.0,Low
718318383,0,0.0,Low
708849858,0,0.0,Low
712652283,0,0.0,Low
793461933,0,0.002,Low
720084183,0,0.0008,Low
767114958,0,0.0,Low
709216533,0,0.0,Low
720897783,0,0.0001,Low
773503308,0,0.0,Low
719963433,0,0.0,Low
708139833,1,0.9986,Very High
710664558,0,0.0,Low
713687508,0,0.0,Low
816312633,0,0.1397,Low
712019883,0,0.0,Low
718216008,0,0.0001,Low
718345233,0,0.9727,Very High
771228183,0,0.0,Low
789430083,0,0.0,Low
779524833,0,0.0001,Low
823621083,0,0.0,Low
715563558,0,0.0,Low
715424283,0,0.0079,Low
807209808,0,0.0,Low
716578158,0,0.0,Low
708911508,0,0.0,Low
717332733,0,0.0002,Low
710681808,0,0.0037,Low
708740808,0,0.012,Low
711728208,0,0.0,Low
720562008,0,0.0,Low
709012083,0,0.523,High
771073908,0,0.1544,Low
718174908,0,0.0,Low
709550958,0,0.0065,Low
720411183,0,0.0,Low
720776508,0,0.0,Low
755615208,0,0.0,Low
708147108,0,0.0,Low
827476983,1,0.9889,Very High
716682258,0,0.0,Low
708563433,1,0.9999,Very High
772277508,0,0.002,Low
712515558,0,0.0,Low
719342808,0,0.0,Low
788957358,0,0.0,Low
778386033,0,0.13,Low
820060758,0,0.0,Low
713271708,0,0.0,Low
720555483,0,0.0,Low
709405758,0,0.1182,Low
769463433,0,0.0,Low
786087633,0,0.0,Low
738627708,1,0.9868,Very High
719527833,0,0.0,Low
715921758,0,0.0002,Low
717280158,0,0.0002,Low
714179658,0,0.0395,Low
806637558,0,0.9521,Very High
714828708,0,0.0,Low
711989358,0,0.0,Low
720188508,0,0.0,Low
719528958,0,0.0,Low
713110908,0,0.0,Low
721179708,0,0.0002,Low
716363658,0,0.0,Low
711443808,0,0.0,Low
778952058,0,0.0,Low
713642133,0,0.0,Low
778908783,0,0.0194,Low
778170633,0,0.0,Low
714670533,0,0.0013,Low
771833433,1,0.9929,Very High
772758783,0,0.0,Low
788959758,0,0.0001,Low
716878533,0,0.0,Low
713267133,0,0.0,Low
716263533,0,0.0,Low
719026383,0,0.0001,Low
821755233,0,0.0,Low
709683633,0,0.0,Low
714318033,0,0.0,Low
828291858,1,0.4801,Medium
779647608,0,0.0,Low
787605558,0,0.0,Low
771534408,0,0.0,Low
716219808,0,0.3374,Medium
715690908,0,0.0,Low
789125733,0,0.7101,High
717271983,0,0.0001,Low
709695333,0,0.0,Low
712233183,0,0.0,Low
716645883,0,0.0,Low
711762408,0,0.0,Low
818305008,0,0.0,Low
788159433,0,0.0,Low
709104333,0,0.0048,Low
708112008,0,0.055,Low
714731208,0,0.0004,Low
710006958,0,0.0,Low
815062383,0,0.8876,Very High
778447908,0,0.0,Low
720725058,1,0.9988,Very High
803415183,0,0.0,Low
708582858,0,0.0032,Low
779833908,0,0.0,Low
818687958,0,0.0,Low
708714108,0,0.0019,Low
754872333,0,0.0,Low
718637208,0,0.0004,Low
816772908,0,0.0,Low
711935283,1,0.8531,Very High
716950758,1,0.9985,Very High
716497908,0,0.0,Low
809358708,0,0.0,Low
716037708,0,0.0002,Low
717804783,0,0.0,Low
715338783,0,0.0001,Low
779645658,0,0.0,Low
787565433,0,0.0005,Low
717287883,0,0.0135,Low
715746633,0,0.0,Low
720635883,0,0.0002,Low
710077008,0,0.0,Low
804437658,0,0.0,Low
780000258,0,0.0,Low
825785508,0,0.0,Low
720252858,0,0.0,Low
710017758,0,0.0001,Low
711750183,0,0.0001,Low
718364283,0,0.0001,Low
711638658,0,0.0,Low
711046383,0,0.0,Low
720877083,0,0.0,Low
715662258,0,0.0,Low
715570533,1,1.0,Very High
758202858,0,0.0,Low
712872183,0,0.0,Low
710014683,0,0.0002,Low
716934333,0,0.0,Low
778523733,0,0.0,Low
716353083,0,0.0,Low
753642933,0,0.0,Low
708151008,0,0.0011,Low
789646158,0,0.0,Low
712423233,0,0.0,Low
719806233,0,0.0141,Low
786509358,0,0.0,Low
711502908,0,0.0,Low
748617858,0,0.0,Low
721532583,1,0.0405,Low
789244308,0,0.0,Low
709330383,0,0.0,Low
719136183,0,0.0,Low
716939358,0,0.0468,Low
778155558,0,0.0,Low
713461533,0,0.0,Low
803776533,0,0.9987,Very High
714857508,0,0.0,Low
720348933,0,0.0,Low
721158108,0,0.0003,Low
789043008,0,0.1231,Low
713362158,0,0.0,Low
712623258,1,1.0,Very High
708494583,0,0.0017,Low
718394658,0,0.0002,Low
719398158,0,0.0,Low
711885258,0,0.0375,Low
789161358,0,0.0001,Low
787581858,0,0.0001,Low
779198133,0,0.0,Low
708314808,0,0.0002,Low
720508233,1,0.9998,Very High
717134058,0,0.0,Low
783366483,0,0.0,Low
715412583,0,0.0,Low
719562108,0,0.0,Low
754457883,0,0.0006,Low
742552683,0,0.0,Low
711455133,0,0.5075,High
716387733,1,1.0,Very High
772571508,0,0.7144,High
718815108,0,0.0,Low
719266158,0,0.0,Low
720708183,0,0.0,Low
767523933,0,0.0,Low
797466033,0,0.0,Low
771886233,0,0.0,Low
712612233,0,0.0093,Low
716516208,0,0.0,Low
709950858,0,0.0,Low
779882508,0,0.0,Low
717472833,0,0.0,Low
712665633,0,0.0064,Low
709562358,0,0.0,Low
715391433,0,0.0293,Low
708722583,0,0.0,Low
720452508,0,0.0,Low
714566958,0,0.0946,Low
816084333,0,0.0,Low
806179683,0,0.0,Low
806244183,0,0.0,Low
787999533,0,0.0001,Low
718358808,0,0.0069,Low
718474683,0,0.0,Low
716908158,0,0.0006,Low
713984208,0,0.0,Low
713013483,0,0.0057,Low
754599558,0,0.0,Low
788739633,1,0.9637,Very High
712411908,0,0.0,Low
717538683,0,0.0001,Low
709447908,0,0.0001,Low
816834933,0,0.0,Low
718963158,0,0.0035,Low
714358008,0,0.0,Low
720758808,1,0.0213,Low
708255633,0,0.0,Low
716101308,0,0.0003,Low
715986258,0,0.0,Low
715858008,1,0.9976,Very High
806226933,0,0.0,Low
708361833,0,0.0001,Low
778422933,0,0.0001,Low
708957183,0,0.0048,Low
718000383,0,0.0,Low
714466458,0,0.0,Low
719608308,0,0.0,Low
792995808,0,0.0,Low
716211258,0,0.988,Very High
779289033,0,0.0,Low
719356008,0,0.0,Low
718503108,0,0.0,Low
779661033,0,0.0,Low
813053733,1,0.9999,Very High
718354683,0,0.0,Low
720529308,1,0.168,Low
787578183,0,0.0001,Low
737952333,0,0.0,Low
779498058,0,0.0001,Low
799707858,0,0.0,Low
719543208,0,0.0,Low
797743233,0,0.0,Low
710658483,1,1.0,Very High
715399908,0,0.0,Low
710288883,0,0.0,Low
719912808,0,0.0,Low
720247158,0,0.0,Low
718672233,0,0.0,Low
789593058,0,0.0,Low
710278458,1,0.7543,High
714467733,0,0.0,Low
803026008,0,0.0,Low
772000533,0,0.1045,Low
811035483,1,1.0,Very High
715480983,0,0.0,Low
819997983,0,0.0,Low
807593058,1,0.9995,Very High
720437358,0,0.0,Low
719465733,0,0.0019,Low
711978858,0,0.0,Low
814364808,0,0.1709,Low
788820933,0,0.0,Low
713316558,0,0.0,Low
779856483,0,0.0,Low
717085983,0,0.0,Low
788030208,1,1.0,Very High
709914858,0,0.0,Low
716111808,0,0.0001,Low
708618933,0,0.0,Low
720446508,0,0.974,Very High
756488883,0,0.0002,Low
708414033,0,0.0,Low
756727233,0,0.0,Low
720379533,1,1.0,Very High
720340383,0,0.0,Low
771453033,0,0.0,Low
708747708,0,0.0,Low
712460433,0,0.0,Low
719801508,0,0.0,Low
720983733,1,0.9911,Very High
713657733,0,0.0,Low
709955958,0,0.0,Low
719099583,1,0.8854,Very High
719513733,0,0.0,Low
710654808,1,0.982,Very High
719651358,0,0.0,Low
718917408,0,0.0,Low
808753758,0,0.0,Low
711699183,0,0.0,Low
711196458,1,1.0,Very High
772565883,0,0.0,Low
717203958,0,0.0001,Low
769701258,0,0.0,Low
714933783,0,0.0,Low
717650133,0,0.0,Low
708707808,0,0.0,Low
717331758,0,0.0,Low
801385458,0,0.0,Low
710605458,0,0.0,Low
719570733,0,0.0,Low
708646233,0,0.0006,Low
766006758,0,0.0386,Low
710695083,0,0.0,Low
709224033,1,1.0,Very High
795991758,0,0.0,Low
709381383,0,0.0,Low
810321933,0,0.0,Low
716235783,0,0.0,Low
758833758,0,0.0,Low
713579733,0,0.0001,Low
804649833,0,0.0,Low
780971583,0,0.0,Low
804673308,1,0.9898,Very High
788747358,0,0.0,Low
713199558,0,0.0001,Low
713777883,0,0.0013,Low
771081558,0,0.0,Low
710229333,0,0.0002,Low
720406233,0,0.0,Low
767784708,1,1.0,Very High
712052058,0,0.0,Low
715278708,0,0.0,Low
827049558,0,0.0,Low
710248233,0,0.0,Low
712146558,0,0.0,Low
715179933,0,0.0,Low
709215708,0,0.0,Low
710668458,0,0.0001,Low
718828083,0,0.0,Low
720781158,0,0.0,Low
